<DTYYYYMMDD>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>
20201207,2200,1.33772,1.33786,1.33701,1.3371
20201207,2300,1.33719,1.3372,1.33512,1.33548
20201208,0,1.3355,1.33608,1.33427,1.33498
20201208,100,1.33498,1.33647,1.33488,1.33567
20201208,200,1.33565,1.33582,1.33456,1.33483
20201208,300,1.33482,1.33602,1.33468,1.33598
20201208,400,1.33598,1.33618,1.33433,1.33481
20201208,500,1.33484,1.33616,1.33465,1.3357
20201208,600,1.33575,1.33672,1.33353,1.33408
20201208,700,1.33413,1.33611,1.33294,1.33569
20201208,800,1.33575,1.33668,1.33227,1.33418
20201208,900,1.33417,1.3361,1.3336,1.335
20201208,1000,1.335,1.33647,1.3347,1.33511
20201208,1100,1.3351,1.33523,1.33119,1.33126
20201208,1200,1.33119,1.33292,1.32977,1.32998
20201208,1300,1.32997,1.33932,1.32896,1.33488
20201208,1400,1.33487,1.33637,1.33126,1.33206
20201208,1500,1.33208,1.33643,1.32951,1.33603
20201208,1600,1.33603,1.33767,1.33471,1.3356
20201208,1700,1.33561,1.33737,1.3337,1.3361
20201208,1800,1.33612,1.33716,1.33563,1.33638
20201208,1900,1.33639,1.33682,1.33525,1.33529
20201208,2000,1.33528,1.33575,1.334,1.33564
20201208,2100,1.33565,1.33594,1.33454,1.33575
20201208,2200,1.33539,1.33621,1.33519,1.33579
20201208,2300,1.33589,1.33807,1.33572,1.33643
20201209,0,1.33642,1.33759,1.33616,1.33735
20201209,100,1.33736,1.33751,1.33665,1.3368
20201209,200,1.3368,1.33742,1.33646,1.33741
20201209,300,1.33741,1.33788,1.33703,1.33739
20201209,400,1.33738,1.33803,1.33738,1.33777
20201209,500,1.3378,1.33786,1.33734,1.33757
20201209,600,1.33758,1.33966,1.33757,1.3384
20201209,700,1.33845,1.33879,1.33616,1.33787
20201209,800,1.33788,1.34329,1.33762,1.34272
20201209,900,1.34272,1.34491,1.34166,1.34461
20201209,1000,1.34461,1.34588,1.34417,1.34514
20201209,1100,1.34514,1.34627,1.34405,1.3456
20201209,1200,1.34561,1.34596,1.34378,1.34512
20201209,1300,1.34519,1.34778,1.34475,1.34594
20201209,1400,1.34595,1.34601,1.34214,1.34238
20201209,1500,1.34237,1.34278,1.33896,1.33963
20201209,1600,1.33963,1.33963,1.33684,1.33902
20201209,1700,1.33906,1.33948,1.33549,1.33706
20201209,1800,1.33706,1.33777,1.33625,1.33625
20201209,1900,1.33626,1.33988,1.33606,1.33942
20201209,2000,1.33937,1.33985,1.33869,1.3397
20201209,2100,1.33969,1.34063,1.33949,1.34003
20201209,2200,1.34009,1.34108,1.33235,1.3359
20201209,2300,1.33595,1.33734,1.33471,1.3365
20201210,0,1.33652,1.33879,1.33638,1.3381
20201210,100,1.3381,1.33894,1.33618,1.33681
20201210,200,1.33682,1.33754,1.336,1.33677
20201210,300,1.33676,1.33709,1.33585,1.33692
20201210,400,1.33691,1.33722,1.33678,1.33709
20201210,500,1.33707,1.33709,1.33594,1.33622
20201210,600,1.33622,1.33633,1.33397,1.33419
20201210,700,1.33419,1.33521,1.33078,1.33159
20201210,800,1.33161,1.33321,1.33019,1.33089
20201210,900,1.33088,1.33254,1.32912,1.3317
20201210,1000,1.33166,1.33301,1.32985,1.33063
20201210,1100,1.33062,1.33079,1.32538,1.32542
20201210,1200,1.32541,1.33015,1.3245,1.32961
20201210,1300,1.32962,1.33096,1.3278,1.32833
20201210,1400,1.32833,1.33124,1.32687,1.33099
20201210,1500,1.33099,1.332,1.32697,1.32739
20201210,1600,1.32746,1.32965,1.32638,1.32906
20201210,1700,1.32906,1.33146,1.32904,1.33099
20201210,1800,1.331,1.33101,1.32636,1.32841
20201210,1900,1.32841,1.32939,1.32711,1.32884
20201210,2000,1.32884,1.33076,1.32884,1.32968
20201210,2100,1.32971,1.33022,1.32878,1.32909
20201210,2200,1.32945,1.33074,1.32887,1.33011
20201210,2300,1.33008,1.33057,1.32931,1.33015
20201211,0,1.33016,1.33093,1.32919,1.33006
20201211,100,1.33005,1.33152,1.33005,1.33057
20201211,200,1.33058,1.33213,1.33039,1.3321
20201211,300,1.33211,1.33238,1.33158,1.33193
20201211,400,1.33193,1.33237,1.33107,1.33108
20201211,500,1.33108,1.33146,1.33078,1.33132
20201211,600,1.33132,1.33239,1.33128,1.33191
20201211,700,1.33192,1.33222,1.32674,1.3275
20201211,800,1.32748,1.329,1.31835,1.32132
20201211,900,1.32132,1.32428,1.32085,1.32191
20201211,1000,1.32191,1.32308,1.31948,1.31979
20201211,1100,1.3198,1.32041,1.31717,1.31833
20201211,1200,1.31831,1.31913,1.31604,1.31653
20201211,1300,1.31652,1.31836,1.31339,1.31801
20201211,1400,1.31799,1.32221,1.31751,1.32051
20201211,1500,1.32051,1.32552,1.32042,1.32155
20201211,1600,1.32158,1.32316,1.31925,1.31943
20201211,1700,1.31943,1.32268,1.31888,1.32264
20201211,1800,1.32257,1.32296,1.32109,1.32255
20201211,1900,1.32254,1.32274,1.3214,1.32265
20201211,2000,1.32264,1.32271,1.32149,1.32266
20201211,2100,1.32263,1.32333,1.3213,1.32203
20201213,2200,1.33603,1.33633,1.33193,1.33255
20201213,2300,1.33256,1.33367,1.33146,1.33157
20201214,0,1.33156,1.33228,1.32929,1.32997
20201214,100,1.32996,1.33225,1.32897,1.33179
20201214,200,1.3318,1.33382,1.33133,1.33323
20201214,300,1.33321,1.33335,1.33186,1.33259
20201214,400,1.3326,1.33295,1.33152,1.33159
20201214,500,1.33161,1.33234,1.33082,1.33234
20201214,600,1.33235,1.33526,1.33226,1.33492
20201214,700,1.33488,1.33901,1.33409,1.33817
20201214,800,1.33821,1.34074,1.33808,1.33951
20201214,900,1.3395,1.34097,1.33894,1.3409
20201214,1000,1.3409,1.34363,1.34011,1.34295
20201214,1100,1.34298,1.34373,1.34168,1.3421
20201214,1200,1.34219,1.34451,1.34025,1.34027
20201214,1300,1.34034,1.34166,1.33925,1.34021
20201214,1400,1.3402,1.34051,1.33618,1.33809
20201214,1500,1.33812,1.33846,1.33097,1.33168
20201214,1600,1.33167,1.33413,1.33136,1.33213
20201214,1700,1.33216,1.33526,1.33192,1.33341
20201214,1800,1.33342,1.3338,1.33213,1.33275
20201214,1900,1.33277,1.33322,1.33224,1.33227
20201214,2000,1.33228,1.33274,1.33202,1.33259
20201214,2100,1.33257,1.33311,1.33199,1.33288
20201214,2200,1.3322,1.33361,1.33098,1.33267
20201214,2300,1.33268,1.33294,1.33207,1.33249
20201215,0,1.33248,1.33451,1.33235,1.33371
20201215,100,1.33373,1.33451,1.33323,1.33382
20201215,200,1.33381,1.33461,1.33365,1.33426
20201215,300,1.33426,1.33475,1.33336,1.33386
20201215,400,1.33383,1.33384,1.33238,1.33252
20201215,500,1.33254,1.33445,1.33244,1.33443
20201215,600,1.33444,1.33459,1.33272,1.33384
20201215,700,1.33383,1.33476,1.33207,1.33262
20201215,800,1.33262,1.33332,1.32798,1.33048
20201215,900,1.3305,1.33315,1.32899,1.33177
20201215,1000,1.33179,1.33305,1.33029,1.33244
20201215,1100,1.33244,1.33854,1.33234,1.33759
20201215,1200,1.33761,1.33965,1.3362,1.33651
20201215,1300,1.33653,1.33933,1.33644,1.33868
20201215,1400,1.33869,1.33922,1.3365,1.33673
20201215,1500,1.33672,1.34025,1.33588,1.33977
20201215,1600,1.33978,1.34523,1.33825,1.34288
20201215,1700,1.34289,1.34389,1.3418,1.34294
20201215,1800,1.34292,1.34482,1.34253,1.34254
20201215,1900,1.34253,1.3434,1.34011,1.34294
20201215,2000,1.34292,1.34504,1.34224,1.34487
20201215,2100,1.34494,1.34688,1.34401,1.34575
20201215,2200,1.34573,1.34635,1.34446,1.34496
20201215,2300,1.34501,1.3454,1.34392,1.34465
20201216,0,1.34466,1.34466,1.34349,1.34384
20201216,100,1.3438,1.34406,1.34339,1.34389
20201216,200,1.3439,1.34463,1.3439,1.34427
20201216,300,1.34424,1.34474,1.34424,1.34442
20201216,400,1.34443,1.34685,1.34404,1.34663
20201216,500,1.34665,1.34702,1.34569,1.34626
20201216,600,1.34625,1.34683,1.34495,1.34659
20201216,700,1.34669,1.34912,1.3448,1.34861
20201216,800,1.34864,1.35199,1.34727,1.35068
20201216,900,1.35068,1.35169,1.34913,1.35165
20201216,1000,1.35163,1.35212,1.35001,1.35035
20201216,1100,1.35035,1.35488,1.34982,1.35335
20201216,1200,1.35337,1.35485,1.35083,1.35478
20201216,1300,1.35476,1.35545,1.3512,1.35257
20201216,1400,1.35258,1.3529,1.35022,1.3511
20201216,1500,1.35109,1.35164,1.34789,1.34992
20201216,1600,1.34992,1.35054,1.34854,1.35021
20201216,1700,1.35022,1.35034,1.34602,1.34711
20201216,1800,1.34712,1.34938,1.34642,1.34868
20201216,1900,1.34892,1.34917,1.34506,1.34781
20201216,2000,1.34777,1.35072,1.34768,1.34877
20201216,2100,1.34876,1.35123,1.34861,1.35081
20201216,2200,1.35081,1.35086,1.3496,1.35007
20201216,2300,1.35008,1.35039,1.34961,1.35019
20201217,0,1.35018,1.35074,1.34948,1.35068
20201217,100,1.35069,1.35279,1.35067,1.35265
20201217,200,1.35266,1.35393,1.35254,1.35373
20201217,300,1.35374,1.35388,1.3521,1.35263
20201217,400,1.35261,1.35405,1.35237,1.35397
20201217,500,1.35397,1.35601,1.35372,1.35599
20201217,600,1.35599,1.35651,1.35523,1.35631
20201217,700,1.35629,1.35799,1.35619,1.35731
20201217,800,1.35728,1.35857,1.35681,1.35816
20201217,900,1.35818,1.35862,1.35697,1.35847
20201217,1000,1.35847,1.36,1.35768,1.35984
20201217,1100,1.35984,1.36225,1.35976,1.3621
20201217,1200,1.36224,1.36236,1.35857,1.35881
20201217,1300,1.35887,1.36097,1.35821,1.35918
20201217,1400,1.35923,1.36034,1.35835,1.36033
20201217,1500,1.36033,1.3604,1.35592,1.35934
20201217,1600,1.35935,1.36119,1.35863,1.36088
20201217,1700,1.36089,1.36244,1.36043,1.36077
20201217,1800,1.36079,1.3617,1.35964,1.36169
20201217,1900,1.36164,1.36204,1.35723,1.35726
20201217,2000,1.35726,1.35819,1.35443,1.35603
20201217,2100,1.35603,1.35855,1.35601,1.35832
20201217,2200,1.35854,1.35896,1.35755,1.35849
20201217,2300,1.35839,1.35848,1.35671,1.35681
20201218,0,1.35691,1.3573,1.35548,1.35564
20201218,100,1.35562,1.35591,1.35512,1.3555
20201218,200,1.3555,1.35552,1.35296,1.35313
20201218,300,1.35316,1.35372,1.35298,1.35319
20201218,400,1.35318,1.35334,1.35195,1.35262
20201218,500,1.35262,1.35299,1.35204,1.35243
20201218,600,1.35244,1.35514,1.35231,1.35441
20201218,700,1.35438,1.35573,1.35219,1.35221
20201218,800,1.3522,1.35503,1.3512,1.35386
20201218,900,1.35384,1.35446,1.34886,1.3493
20201218,1000,1.3493,1.35226,1.34919,1.35219
20201218,1100,1.35219,1.35378,1.3513,1.35325
20201218,1200,1.35325,1.35482,1.3518,1.35211
20201218,1300,1.35211,1.35259,1.34949,1.35136
20201218,1400,1.35136,1.35249,1.34813,1.349
20201218,1500,1.34901,1.35078,1.34712,1.34853
20201218,1600,1.34854,1.35109,1.3478,1.34941
20201218,1700,1.3494,1.35116,1.34877,1.35062
20201218,1800,1.35059,1.35112,1.34996,1.3511
20201218,1900,1.3511,1.3512,1.34973,1.35066
20201218,2000,1.35066,1.35069,1.34847,1.34942
20201218,2100,1.34939,1.35326,1.34839,1.35142
20201220,2200,1.34004,1.34409,1.33977,1.34304
20201220,2300,1.34305,1.34381,1.33939,1.34005
20201221,0,1.34016,1.34125,1.33983,1.34089
20201221,100,1.34091,1.34103,1.33624,1.33747
20201221,200,1.33746,1.33782,1.33391,1.33457
20201221,300,1.33457,1.33582,1.33358,1.33528
20201221,400,1.33529,1.33687,1.33477,1.33617
20201221,500,1.33619,1.33659,1.33473,1.33659
20201221,600,1.33657,1.33657,1.33422,1.33615
20201221,700,1.33622,1.33626,1.32646,1.32841
20201221,800,1.32839,1.32988,1.32622,1.32685
20201221,900,1.32684,1.32744,1.32136,1.32196
20201221,1000,1.32196,1.32432,1.31875,1.32345
20201221,1100,1.32348,1.3285,1.32241,1.3273
20201221,1200,1.32729,1.32947,1.32615,1.32807
20201221,1300,1.32809,1.33243,1.32799,1.33152
20201221,1400,1.33153,1.33299,1.3292,1.32992
20201221,1500,1.32993,1.33209,1.32893,1.33122
20201221,1600,1.33124,1.33575,1.33121,1.33523
20201221,1700,1.33523,1.3366,1.33315,1.33562
20201221,1800,1.3356,1.33739,1.33558,1.33698
20201221,1900,1.33695,1.34995,1.3368,1.34593
20201221,2000,1.34598,1.34808,1.34478,1.34532
20201221,2100,1.34532,1.34667,1.34302,1.34608
20201221,2200,1.34617,1.34655,1.34438,1.34489
20201221,2300,1.34489,1.34692,1.3446,1.34466
20201222,0,1.34465,1.34569,1.34145,1.34215
20201222,100,1.34214,1.34277,1.34033,1.34091
20201222,200,1.34091,1.34241,1.34072,1.34205
20201222,300,1.34212,1.34214,1.34066,1.34096
20201222,400,1.34098,1.34102,1.33793,1.33875
20201222,500,1.33876,1.33975,1.33821,1.33879
20201222,600,1.33879,1.34166,1.33835,1.33923
20201222,700,1.33929,1.34517,1.33929,1.34333
20201222,800,1.34333,1.34495,1.34191,1.34315
20201222,900,1.34317,1.34481,1.34088,1.34104
20201222,1000,1.34107,1.34483,1.33611,1.34406
20201222,1100,1.34404,1.34408,1.34025,1.34112
20201222,1200,1.34113,1.34351,1.34042,1.34151
20201222,1300,1.3415,1.34361,1.33952,1.34045
20201222,1400,1.34046,1.34133,1.33437,1.33495
20201222,1500,1.33494,1.33697,1.33101,1.33207
20201222,1600,1.33207,1.33582,1.33036,1.33463
20201222,1700,1.33465,1.33678,1.33454,1.33568
20201222,1800,1.33565,1.33655,1.33474,1.33483
20201222,1900,1.33479,1.33562,1.33419,1.33531
20201222,2000,1.33532,1.33641,1.33378,1.33621
20201222,2100,1.3362,1.33775,1.33548,1.33586
20201222,2200,1.33593,1.33685,1.33505,1.33612
20201222,2300,1.336,1.34013,1.33599,1.3401
20201223,0,1.34009,1.34009,1.33727,1.33771
20201223,100,1.33769,1.3394,1.33704,1.33875
20201223,200,1.33875,1.33979,1.33853,1.33944
20201223,300,1.33949,1.34123,1.33911,1.3405
20201223,400,1.3405,1.34116,1.33949,1.34004
20201223,500,1.34006,1.34054,1.33951,1.34023
20201223,600,1.34021,1.34166,1.34014,1.34152
20201223,700,1.34151,1.34426,1.34129,1.34387
20201223,800,1.34387,1.34438,1.34047,1.34198
20201223,900,1.34198,1.34422,1.34101,1.34178
20201223,1000,1.3418,1.34373,1.34151,1.34316
20201223,1100,1.34317,1.34408,1.34188,1.34203
20201223,1200,1.34204,1.34273,1.34141,1.34252
20201223,1300,1.34251,1.34752,1.34015,1.34642
20201223,1400,1.34643,1.35377,1.34554,1.35251
20201223,1500,1.35255,1.35704,1.35046,1.35215
20201223,1600,1.35214,1.35505,1.34796,1.35082
20201223,1700,1.35084,1.35199,1.3465,1.34826
20201223,1800,1.34828,1.35159,1.34802,1.35084
20201223,1900,1.35084,1.35107,1.34797,1.34811
20201223,2000,1.34811,1.35089,1.34705,1.35056
20201223,2100,1.35058,1.35156,1.34889,1.34904
20201223,2200,1.34908,1.35161,1.34872,1.34965
20201223,2300,1.34972,1.35134,1.3496,1.35122
20201224,0,1.35123,1.3532,1.35021,1.35291
20201224,100,1.3529,1.35492,1.35235,1.35332
20201224,200,1.35331,1.35616,1.35327,1.35543
20201224,300,1.35544,1.35627,1.35425,1.3551
20201224,400,1.35511,1.35536,1.35406,1.35488
20201224,500,1.35488,1.35585,1.35459,1.35558
20201224,600,1.35556,1.35617,1.35415,1.35593
20201224,700,1.35586,1.35807,1.35495,1.35649
20201224,800,1.3565,1.36049,1.35569,1.35947
20201224,900,1.35946,1.36068,1.35784,1.35976
20201224,1000,1.35974,1.36188,1.35931,1.36063
20201224,1100,1.36064,1.36161,1.35843,1.35877
20201224,1200,1.35876,1.35937,1.35537,1.35807
20201224,1300,1.35808,1.35948,1.35651,1.35895
20201224,1400,1.35892,1.36147,1.35795,1.35825
20201224,1500,1.35826,1.35827,1.35229,1.35362
20201224,1600,1.35362,1.35542,1.35355,1.35469
20201224,1700,1.35473,1.35477,1.35369,1.35374
20201224,1800,1.35373,1.35407,1.35272,1.35339
20201224,1900,1.35338,1.35363,1.35321,1.35353
20201224,2000,1.35353,1.35387,1.35324,1.35353
20201224,2100,1.35352,1.35677,1.35328,1.35532
20201224,2200,1.35535,1.35766,1.35529,1.35674
20201224,2300,1.35641,1.35641,1.353,1.35357
20201225,0,1.35357,1.35659,1.35356,1.35658
20201225,100,1.35658,1.35684,1.35436,1.35594
20201225,200,1.35594,1.35651,1.35525,1.35623
20201225,300,1.35622,1.35727,1.35601,1.35606
20201225,400,1.35658,1.35709,1.35605,1.35676
20201225,500,1.35677,1.35774,1.35632,1.35673
20201225,600,1.35719,1.3587,1.35308,1.35408
20201227,2200,1.35452,1.35571,1.35424,1.35487
20201227,2300,1.35496,1.35719,1.35454,1.35694
20201228,0,1.35702,1.35753,1.35296,1.3533
20201228,100,1.35333,1.35522,1.35333,1.35461
20201228,200,1.35462,1.35637,1.35458,1.35573
20201228,300,1.35575,1.35709,1.35575,1.35654
20201228,400,1.35654,1.35654,1.35519,1.35628
20201228,500,1.35627,1.35733,1.35592,1.35725
20201228,600,1.35725,1.35753,1.35596,1.35669
20201228,700,1.35667,1.35739,1.35581,1.35645
20201228,800,1.35644,1.35722,1.35476,1.35523
20201228,900,1.35524,1.35605,1.35438,1.35533
20201228,1000,1.35528,1.35535,1.34858,1.34967
20201228,1100,1.34966,1.34986,1.34734,1.34925
20201228,1200,1.34925,1.35098,1.34817,1.35096
20201228,1300,1.35097,1.35254,1.34945,1.35111
20201228,1400,1.35112,1.3535,1.35013,1.35175
20201228,1500,1.35175,1.35178,1.3429,1.34504
20201228,1600,1.34504,1.34644,1.3437,1.34455
20201228,1700,1.34452,1.3455,1.34311,1.34514
20201228,1800,1.34515,1.34615,1.34443,1.34564
20201228,1900,1.34563,1.34593,1.34433,1.34449
20201228,2000,1.34449,1.34545,1.34359,1.34383
20201228,2100,1.34385,1.34591,1.34373,1.34489
20201228,2200,1.34489,1.34553,1.34408,1.345
20201228,2300,1.345,1.34671,1.34474,1.3464
20201229,0,1.34639,1.34791,1.34591,1.3468
20201229,100,1.34678,1.34847,1.34667,1.34789
20201229,200,1.3479,1.34877,1.3468,1.34828
20201229,300,1.3483,1.34949,1.34808,1.34929
20201229,400,1.34931,1.34949,1.34882,1.34899
20201229,500,1.34897,1.34904,1.34784,1.34863
20201229,600,1.34859,1.34883,1.34676,1.34784
20201229,700,1.34785,1.35088,1.34774,1.35059
20201229,800,1.35059,1.35224,1.35003,1.35056
20201229,900,1.35059,1.35136,1.34685,1.34717
20201229,1000,1.3472,1.34953,1.3472,1.3486
20201229,1100,1.34859,1.35128,1.34805,1.35023
20201229,1200,1.35021,1.351,1.34821,1.34879
20201229,1300,1.34882,1.35033,1.34834,1.35026
20201229,1400,1.35027,1.3514,1.34916,1.35011
20201229,1500,1.35011,1.3508,1.34727,1.34935
20201229,1600,1.34933,1.35213,1.34877,1.35103
20201229,1700,1.35102,1.3517,1.34793,1.34889
20201229,1800,1.34888,1.34915,1.34804,1.34906
20201229,1900,1.34906,1.34993,1.34816,1.34971
20201229,2000,1.3497,1.35073,1.34937,1.34963
20201229,2100,1.34962,1.35102,1.34952,1.34988
20201229,2200,1.34989,1.35023,1.34926,1.35001
20201229,2300,1.35016,1.35077,1.34956,1.34967
20201230,0,1.34967,1.35157,1.34927,1.35098
20201230,100,1.35099,1.35409,1.35083,1.35386
20201230,200,1.35387,1.35447,1.35277,1.3544
20201230,300,1.35439,1.35448,1.35369,1.35369
20201230,400,1.35375,1.35449,1.35368,1.35419
20201230,500,1.3542,1.35569,1.35406,1.35442
20201230,600,1.35443,1.35449,1.35275,1.35386
20201230,700,1.35385,1.35518,1.35282,1.35322
20201230,800,1.35325,1.35544,1.353,1.35517
20201230,900,1.35523,1.35794,1.35494,1.35771
20201230,1000,1.35773,1.36102,1.35717,1.36064
20201230,1100,1.36063,1.3615,1.35907,1.36096
20201230,1200,1.36097,1.36113,1.35888,1.35947
20201230,1300,1.35946,1.36066,1.35838,1.35998
20201230,1400,1.36001,1.36145,1.35721,1.36036
20201230,1500,1.36041,1.36179,1.35847,1.3607
20201230,1600,1.3607,1.36087,1.35911,1.36026
20201230,1700,1.3603,1.36078,1.35962,1.35984
20201230,1800,1.35983,1.36164,1.35983,1.36135
20201230,1900,1.36135,1.36175,1.36062,1.36119
20201230,2000,1.36121,1.36248,1.36104,1.36174
20201230,2100,1.36175,1.36253,1.36118,1.3623
20201230,2200,1.36236,1.36236,1.36071,1.36126
20201230,2300,1.36119,1.363,1.36118,1.36286
20201231,0,1.36286,1.36461,1.36248,1.36436
20201231,100,1.36435,1.36484,1.36383,1.36433
20201231,200,1.36432,1.36492,1.36037,1.36151
20201231,300,1.36152,1.3624,1.36103,1.36183
20201231,400,1.36182,1.36199,1.36119,1.3614
20201231,500,1.36141,1.36276,1.36139,1.36246
20201231,600,1.36247,1.36365,1.36241,1.36272
20201231,700,1.36271,1.36561,1.36255,1.36542
20201231,800,1.36541,1.367,1.36438,1.36672
20201231,900,1.36672,1.3668,1.36522,1.36586
20201231,1000,1.36587,1.36859,1.36509,1.3674
20201231,1100,1.36738,1.36738,1.36389,1.36482
20201231,1200,1.36481,1.36695,1.36441,1.36619
20201231,1300,1.36619,1.36633,1.36287,1.36502
20201231,1400,1.36501,1.36652,1.36398,1.36595
20201231,1500,1.36595,1.36745,1.36301,1.36709
20201231,1600,1.3671,1.36764,1.36389,1.36636
20201231,1700,1.3663,1.36783,1.36493,1.36501
20201231,1800,1.36498,1.36619,1.36498,1.36584
20201231,1900,1.36584,1.36748,1.36529,1.36669
20201231,2000,1.36666,1.36755,1.36616,1.36755
20201231,2100,1.36755,1.36787,1.36606,1.3663
20210103,2200,1.36455,1.36627,1.36454,1.36589
20210103,2300,1.36589,1.36831,1.3656,1.36803
20210104,0,1.36809,1.36832,1.36592,1.36727
20210104,100,1.36727,1.36896,1.36706,1.36822
20210104,200,1.3682,1.36946,1.36806,1.36922
20210104,300,1.36924,1.36961,1.36895,1.36954
20210104,400,1.36954,1.36981,1.36756,1.36806
20210104,500,1.36812,1.36859,1.36678,1.3683
20210104,600,1.3683,1.36865,1.36733,1.3685
20210104,700,1.36849,1.37029,1.36792,1.36871
20210104,800,1.36873,1.36956,1.36715,1.36905
20210104,900,1.36903,1.36966,1.36642,1.36726
20210104,1000,1.36724,1.36963,1.36705,1.36923
20210104,1100,1.36923,1.37039,1.36645,1.36697
20210104,1200,1.36696,1.36702,1.36454,1.36537
20210104,1300,1.36539,1.36565,1.36134,1.36257
20210104,1400,1.36256,1.36317,1.36018,1.36075
20210104,1500,1.36076,1.36078,1.35612,1.35778
20210104,1600,1.35774,1.35955,1.35492,1.35499
20210104,1700,1.35499,1.35711,1.35412,1.35659
20210104,1800,1.35657,1.35687,1.35513,1.35627
20210104,1900,1.35629,1.35675,1.35516,1.3566
20210104,2000,1.3566,1.35678,1.35511,1.35677
20210104,2100,1.35676,1.35786,1.3554,1.35664
20210104,2200,1.35663,1.35764,1.35663,1.35738
20210104,2300,1.35738,1.35782,1.35629,1.35705
20210105,0,1.35708,1.3577,1.35612,1.35707
20210105,100,1.35704,1.35782,1.35675,1.35695
20210105,200,1.35695,1.35886,1.35671,1.35854
20210105,300,1.3586,1.35956,1.35782,1.35851
20210105,400,1.35852,1.35895,1.35802,1.35866
20210105,500,1.35865,1.36024,1.35865,1.35969
20210105,600,1.35973,1.3612,1.35897,1.36059
20210105,700,1.36066,1.36087,1.35603,1.35689
20210105,800,1.35689,1.35937,1.3554,1.35594
20210105,900,1.35594,1.35892,1.3556,1.35725
20210105,1000,1.35723,1.35937,1.35702,1.35851
20210105,1100,1.35853,1.36073,1.35823,1.35901
20210105,1200,1.35901,1.35929,1.35689,1.3584
20210105,1300,1.35834,1.35931,1.3559,1.35668
20210105,1400,1.35669,1.36016,1.35632,1.35991
20210105,1500,1.35988,1.36038,1.3572,1.3593
20210105,1600,1.3593,1.36237,1.35926,1.36175
20210105,1700,1.36176,1.36417,1.36176,1.36325
20210105,1800,1.36328,1.36336,1.36133,1.36274
20210105,1900,1.36276,1.36346,1.36225,1.3629
20210105,2000,1.36287,1.36342,1.36226,1.36255
20210105,2100,1.36254,1.36277,1.36188,1.36259
20210105,2200,1.36256,1.36256,1.36176,1.36194
20210105,2300,1.36194,1.36286,1.36172,1.36268
20210106,0,1.36269,1.36465,1.36239,1.36334
20210106,100,1.36336,1.36385,1.35989,1.3606
20210106,200,1.3606,1.36101,1.35913,1.35949
20210106,300,1.35949,1.36106,1.35925,1.36005
20210106,400,1.36006,1.36201,1.35994,1.36088
20210106,500,1.36088,1.36204,1.36069,1.36153
20210106,600,1.36156,1.36313,1.36091,1.36293
20210106,700,1.36292,1.36598,1.36278,1.36578
20210106,800,1.36578,1.36607,1.36201,1.36244
20210106,900,1.36243,1.36454,1.36185,1.36442
20210106,1000,1.3644,1.36707,1.36434,1.36554
20210106,1100,1.3655,1.36659,1.36479,1.36479
20210106,1200,1.36479,1.36538,1.36033,1.36154
20210106,1300,1.36156,1.3629,1.35646,1.35648
20210106,1400,1.35645,1.35903,1.35384,1.35784
20210106,1500,1.35783,1.35898,1.35476,1.35507
20210106,1600,1.35507,1.35952,1.35402,1.35902
20210106,1700,1.35902,1.36066,1.35882,1.36046
20210106,1800,1.36047,1.36194,1.3602,1.36163
20210106,1900,1.36164,1.36182,1.35957,1.35983
20210106,2000,1.35986,1.3626,1.35976,1.36086
20210106,2100,1.36086,1.36156,1.36049,1.36078
20210106,2200,1.36065,1.36143,1.35998,1.36071
20210106,2300,1.36092,1.36266,1.36043,1.36234
20210107,0,1.36234,1.3633,1.36152,1.36225
20210107,100,1.36226,1.36289,1.36167,1.36196
20210107,200,1.36194,1.36203,1.35722,1.35885
20210107,300,1.35884,1.36014,1.35861,1.36008
20210107,400,1.36008,1.36089,1.35962,1.35973
20210107,500,1.35973,1.35985,1.3583,1.3584
20210107,600,1.35841,1.35934,1.35768,1.35898
20210107,700,1.35897,1.35996,1.35642,1.35805
20210107,800,1.35802,1.36266,1.35694,1.36076
20210107,900,1.36079,1.36163,1.35897,1.3594
20210107,1000,1.35941,1.36071,1.35622,1.35686
20210107,1100,1.35685,1.35918,1.35643,1.35677
20210107,1200,1.35677,1.36094,1.35567,1.36039
20210107,1300,1.36041,1.36129,1.35833,1.35879
20210107,1400,1.35878,1.36032,1.35627,1.35643
20210107,1500,1.3564,1.35737,1.35364,1.35492
20210107,1600,1.35487,1.35689,1.35428,1.35486
20210107,1700,1.35487,1.35584,1.35325,1.35482
20210107,1800,1.3548,1.35718,1.3548,1.35717
20210107,1900,1.35714,1.35776,1.35621,1.35703
20210107,2000,1.35704,1.35729,1.35566,1.35662
20210107,2100,1.35661,1.35702,1.35599,1.35611
20210107,2200,1.35625,1.35668,1.35588,1.35602
20210107,2300,1.35614,1.35698,1.35588,1.35684
20210108,0,1.35683,1.3572,1.35578,1.356
20210108,100,1.35602,1.35612,1.35378,1.35527
20210108,200,1.3553,1.35638,1.35464,1.35636
20210108,300,1.35638,1.35693,1.35595,1.35625
20210108,400,1.35625,1.35625,1.35557,1.35594
20210108,500,1.35595,1.35704,1.35591,1.356
20210108,600,1.35599,1.35761,1.35586,1.3573
20210108,700,1.3573,1.35881,1.35702,1.35774
20210108,800,1.35775,1.35854,1.35573,1.35803
20210108,900,1.35807,1.3602,1.35722,1.36003
