291.8,292.91,290.17,291.93
292.97,293.12,288.52,289.7
290.93,294.81,290,294.78
294.55,295.11,290.08,291.2
290,290.19,286.9,287.65
287.94,292.32,287.9,291.97
292.5,295.22,290.36,292.47
293.1,295.61,289.49,290.42
291.39,291.6,288.63,290.14
288.9,288.9,282.21,287.43
285.01,287.43,282.92,283.59
282.83,284.93,281.71,283.79
283.77,284.16,280.73,282.7
282.75,283.87,279.87,281.92
281.5,283.46,280.9,282
283.38,287.16,282.22,285.87
286.29,287.73,284.38,284.71
284.74,284.88,281.25,281.96
284.3,288.08,281.44,282.01
261.25,262.05,252.75,260.51
260.02,260.8,256.35,259.72
260.3,264,259.61,263.21
264.3,265.8,261.02,262.41
261.6,262,258.9,260.26
259.57,259.99,252.22,253.15
251.41,251.48,245.61,250.05
251.05,252.08,248.11,251.98
252,252.8,249,250.67
251.53,254.32,249.28,252.28
252.81,255,248.88,250.16
248.88,249.48,241.65,242.27
242.24,243.15,234.7,236.3
236.53,237.96,233.36,234.77
236.2,240.84,236.2,240.07
238.25,239,235.62,237.11
237.61,240.62,236.77,239.72
239.57,241.42,239.12,239.45
240,242.83,239.49,241.28
242.11,242.88,240.34,242.55
242.21,242.5,238.65,239.4
240.74,243.68,240.22,242.09
242.57,242.57,239.43,239.43
241.02,244.98,240.38,242.63
242.87,245.96,242,244.84
245.43,245.88,243.36,245.73
245.23,245.46,241.72,243.49
240.9,241.55,238.25,241.5
240.02,244.25,239.41,244.1
245.42,249.28,242.85,247.18
248.23,249.03,245.45,248.53
248.63,257.15,247.02,256.09
256.12,260.66,254.88,259.11
259.65,260.08,254.56,256.88
257.56,258.55,255.66,257.01
256.95,257.25,252.43,253.44
254.02,259.05,254,256.24
256.26,258,254.41,257.52
257.5,260.96,257.01,259.08
258.86,265.23,256.8,265
266.05,267.87,263.64,266.4
266.62,272.31,266,271.37
272.7,273.3,269.27,272.24
272.62,273.65,267.3,267.53
272.94,284.23,271.15,281.44
280.51,288.85,280.11,284.31
286,286,279.66,279.8
280.88,286.03,280.52,282.16
280.2,286.59,280.15,286.49
285.79,288.54,282.79,286.72
287.5,293.32,287.3,288.37
288.61,291.45,287.8,289.42
295.55,301.04,293.29,293.87
294.16,294.2,286.47,289.46
289.82,290.13,283.32,288.23
288.97,290.39,277.5,277.82
279.79,282.44,274.64,277.22
275.52,277.53,272.55,276.15
278.38,285.45,277,280.75
281.11,282.56,275.6,275.97
276.15,283.4,275.35,281.28
281.25,285.5,280.96,283.65
283.31,285.31,281.6,282.05
281.99,289.17,281.35,287.51
264.95,285.58,263.56,285
283.77,310.75,282.21,307.46
307.8,313.5,302.88,313.09
312.6,319.35,311.41,312.57
312.79,314.33,307.52,308.21
306.65,313.75,305.02,310.06
312,313.5,301.63,307.41
308,312.14,304.23,304.73
300,303.17,296,300.85
301,307.2,299.71,306.77
306.75,315.44,301.09,312.42
309.68,310,302.63,306.38
306.82,309.94,304.23,309.13
309,317.91,308.43,313.72
319.89,324.9,314.53,314.98
312.29,314.6,303.68,304.86
300,307.72,297.59,305.69
305.59,306,296.51,297.17
297,297,289.92,289.95
290.5,291.11,288.07,288.53
294.64,300.71,290.16,290.4
293.48,300.48,291.89,297.44
299.18,307.18,297.51,304.12
304.13,306,297.06,304.48
305.18,306.6,301.64,303.21
304,309.18,303.6,308.58
306.51,307.12,302.8,305.67
307,310.47,301.57,301.78
302.88,303.97,298.91,302.62
302.88,309.61,302.54,307.99
308.59,311.83,307.18,307.94
309.62,315.35,307.95,309.18
309.63,313.97,308.75,310.48
310.23,314.69,306.65,312.67
312,313.44,308.4,310.74
310.57,311.05,303.33,309.24
308.99,311.36,306.35,308.66
307.32,307.38,300.42,303.18
303.79,306.25,303.08,303.32
303.15,304.45,295.7,300.45
300.35,306.86,299.1,300.98
301.03,303.18,298.32,302.79
301.34,305.13,300.65,303.78
303.76,305.15,302.3,304.56
304.69,305.75,303.67,305.09
304.65,310,303.75,305.74
306.15,306.24,302,302.05
301.85,301.85,295.87,296.21
297.56,297.57,289,291.5
295.77,299.19,294.25,294.97
295,303.04,294.42,302.47
302.5,304.31,296.35,296.73
295,303.67,295,302.72
302.61,307,302,304.22
302.62,312.33,299.96,312.18
311.6,312.81,301.87,303.16
303.5,309.19,301.5,309.03
309,311.88,297.04,297.95
301,307.45,300.78,305.67
301.35,301.6,290.16,291.35
292.76,297.67,292.51,297.54
299.42,300.93,293.53,294.67
294.07,294.34,289.79,292.44
293.16,296.82,293.14,296.33
297.16,297.33,293.27,293.86
294.17,295.95,291.26,294.16
317.86,319.9,303.47,309.24
307.6,307.78,299.73,306.7
307.51,316.64,306.41,314.73
312.4,312.98,283.85,294.31
291.41,291.41,278.96,289.05
286.1,291.81,285.1,289.89
292.5,299.89,290.66,298.93
295.91,297.72,291.42,296.34
294.99,297.61,290.33,291.76
292.34,293.5,272.36,272.81
270.3,271.3,257.22,259.52
260,264.66,256.64,262.38
259.2,260.7,254.65,258.31
258.64,261.11,256.25,260.79
256,258.28,253.51,256.28
255.2,259.04,253.8,257.16
254.37,255.19,220.72,223.35
227.8,236.59,223.63,229.32
233.22,239.55,231.22,237.54
239.71,247.49,238.95,242.01
